# Column definitions:   
# trait : GWAS phenotype
# CredibleSet : credible set ID for trait
# CredibleSet.AnyCodingVariant : TRUE if credible set contains a variant overlapping a coding sequence
# CredibleSet.AnySpliceSiteVariant : TRUE if credible set contains a variant within 10bp of a splice site of a coding gene
# CredibleSet.NoncodingWithSigVariant : TRUE if credible set does not contain a coding or splice site variant, and if it contains at least one variant with variant score above the specified threshold
# CredibleSet.AnyPrediction : TRUE if credible set has a prediction for this method
# CredibleSet.nNearbyGenes : Number of genes within distance threshold
# TargetGene : Gene Symbol
# TargetGene.chr : chromosome
# TargetGene.TSS : coordinate of gene transcription start site
# DistanceToTSS : Distance from best variant to the transcription start site
# DistanceToTSSRank : Rank among genes of the distance from best variant to the transcription start site
# Distance : Distance from best variant to the gene body
# DistanceRank : Rank among genes of the distance from best variant to the gene body
# GeneScore.* : Max score for this gene across cell types and variants
# CellTypes.* : Cell types in which the prediction is made
# Variants.* : Variants with variant scores above threshold responsible for the prediction
# GeneRank.* : Rank of the prediction score for this gene among other genes in the credible set
# GenePrediction.* : TRUE if gene is the gene with the max by this predictor for the credible set
# GenePredictionMax.* : TRUE if gene has the maximum score for this credible set
trait	CredibleSet	CredibleSet.AnyCodingVariant	CredibleSet.AnySpliceSiteVariant	CredibleSet.NoncodingWithSigVariant	CredibleSet.AnyPrediction	CredibleSet.nNearbyGenes	TargetGene	TargetGene.chr	TargetGene.TSS	DistanceToTSS	DistanceToTSSRank	Distance	DistanceRank	GeneScore.ABC	CellTypes.ABC	Variants.ABC	GeneRank.ABC	GenePrediction.ABC	GenePredictionMax.ABC
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	TIGD6	chr5	149380730	845522	28	845522	29	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	CSF1R	chr5	149466203	760049	26	760049	26	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	PDGFRB	chr5	149535422	690830	24	690830	25	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	CDX1	chr5	149546343	679909	23	662131	24	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	SLC6A7	chr5	149569423	656829	22	635617	22	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	CAMK2A	chr5	149669403	556849	20	556849	20	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	ARSI	chr5	149682525	543727	19	543727	19	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	TCOF1	chr5	149737201	489051	17	446381	17	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	CD74	chr5	149792499	433753	15	433753	16	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	RPS14	chr5	149829319	396933	13	396933	13	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	NDST1	chr5	149887673	338579	11	288479	11	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	SYNPO	chr5	150020206	206046	8	194349	9	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	MYOZ3	chr5	150040402	185850	7	167322	6	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	RBM22	chr5	150080669	145583	5	145583	5	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	DCTN4	chr5	150138657	87595	4	87595	4	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	SMIM3	chr5	150157507	68745	3	49954	3	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	IRGM	chr5	150226084	168	1	0	1	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	ZNF300	chr5	150284545	58293	2	47700	2	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	GPX3	chr5	150399972	173720	6	173719	7	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	TNIP1	chr5	150460645	234393	9	183250	8	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	ANXA6	chr5	150521216	294964	10	254013	10	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	CCDC69	chr5	150603654	377402	12	334359	12	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	GM2A	chr5	150632612	406360	14	406359	14	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	SLC36A3	chr5	150683334	457082	16	429672	15	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	SLC36A2	chr5	150727151	500899	18	468285	18	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	SLC36A1	chr5	150827156	600904	21	600903	21	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	FAT2	chr5	150948505	722253	25	657399	23	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	SPARC	chr5	151066615	840363	27	814403	28	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	ATOX1	chr5	151138210	911958	32	896129	31	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r67-1	TRUE	FALSE	FALSE	NA	33	G3BP1	chr5	151151475	925223	33	925222	33	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	ZNF559	chr19	9434447	1028671	60	1008597	60	NA	NA	NA	55	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	ZNF559-ZNF177	chr19	9434901	1028217	59	969825	56	NA	NA	NA	56	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	ZNF177	chr19	9486991	976127	55	969825	56	NA	NA	NA	52	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	ZNF266	chr19	9546254	916864	53	916864	53	NA	NA	NA	53	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	ZNF560	chr19	9609279	853839	50	853839	51	NA	NA	NA	57	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	ZNF426	chr19	9649321	813797	48	813797	49	NA	NA	NA	54	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	ZNF121	chr19	9695209	767909	46	767909	46	NA	NA	NA	51	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	ZNF561	chr19	9731916	731202	44	731202	44	NA	NA	NA	58	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	ZNF562	chr19	9785776	677342	43	677342	43	NA	NA	NA	59	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	ZNF846	chr19	9879410	583708	41	583708	41	NA	NA	NA	60	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	FBXL12	chr19	9929779	533339	38	533339	38	NA	NA	NA	27	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	UBL5	chr19	9938567	524551	37	522321	37	NA	NA	NA	48	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	PIN1	chr19	9945882	517236	35	502753	35	NA	NA	NA	38	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	OLFM2	chr19	9968844	494274	33	494274	33	NA	NA	NA	35	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	COL5A3	chr19	10121147	341971	29	341971	29	NA	NA	NA	24	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	RDH8	chr19	10123924	339194	28	330164	28	NA	NA	NA	41	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	C19orf66	chr19	10196794	266324	26	259190	26	0.01673	adrenal_gland_fetal-ENCODE	rs34536443	16	TRUE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	ANGPTL6	chr19	10213333	249785	24	249785	24	NA	NA	NA	17	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	PPAN	chr19	10216898	246220	22	240439	23	0.019007	adrenal_gland_fetal-ENCODE	rs34536443	11	TRUE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	PPAN-P2RY11	chr19	10216898	246220	22	237054	21	0.019007	adrenal_gland_fetal-ENCODE	rs34536443	11	TRUE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	P2RY11	chr19	10222196	240922	21	237054	21	NA	NA	NA	36	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	EIF3G	chr19	10230600	232518	19	232518	20	0.021583	adrenal_gland_fetal-ENCODE	rs34536443	10	TRUE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	DNMT1	chr19	10305730	157388	14	157388	14	0.023961	adrenal_gland_fetal-ENCODE	rs34536443	8	TRUE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	S1PR2	chr19	10341948	121170	12	121170	12	0.022679	adrenal_gland_fetal-ENCODE	rs34536443	9	TRUE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	MRPL4	chr19	10362639	100479	11	92397	11	0.028371	adrenal_gland_fetal-ENCODE	rs34536443	7	TRUE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	ICAM1	chr19	10381516	81602	10	65827	10	0.058231	adrenal_gland_fetal-ENCODE	rs34536443	4	TRUE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	ICAM4	chr19	10397642	65476	9	63858	8	0.05701	adrenal_gland_fetal-ENCODE	rs34536443	5	TRUE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	ICAM5	chr19	10400654	62464	7	55664	7	NA	NA	NA	29	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	ZGLP1	chr19	10420233	42885	5	42885	6	NA	NA	NA	50	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	FDX1L	chr19	10426691	36427	4	36427	4	0.067087	adrenal_gland_fetal-ENCODE	rs34536443	3	TRUE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	RAVER1	chr19	10444314	18804	2	18804	3	0.078297	adrenal_gland_fetal-ENCODE	rs34536443	1	TRUE	TRUE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	ICAM3	chr19	10450510	12608	1	12608	2	NA	NA	NA	28	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	TYK2	chr19	10491248	28130	3	0	1	0.071427	adrenal_gland_fetal-ENCODE	rs34536443	2	TRUE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	CDC37	chr19	10514271	51153	6	38689	5	0.038239	adrenal_gland_fetal-ENCODE	rs34536443	6	TRUE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	PDE4A	chr19	10527448	64330	8	64329	9	NA	NA	NA	37	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	KEAP1	chr19	10613481	150363	13	133676	13	NA	NA	NA	32	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	S1PR5	chr19	10628668	165550	15	160298	15	0.018519	adrenal_gland_fetal-ENCODE	rs34536443	13	TRUE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	ATG4D	chr19	10654569	191451	16	191450	16	0.017986	adrenal_gland_fetal-ENCODE	rs34536443	14	TRUE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	KRI1	chr19	10676702	213584	17	200641	17	NA	NA	NA	33	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	CDKN2D	chr19	10679631	216513	18	214018	18	NA	NA	NA	23	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	AP1M2	chr19	10697991	234873	20	220227	19	NA	NA	NA	19	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	SLC44A2	chr19	10713120	250002	25	250001	25	0.016782	adrenal_gland_fetal-ENCODE	rs34536443	15	TRUE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	ILF3	chr19	10764936	301818	27	301817	27	NA	NA	NA	30	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	QTRT1	chr19	10812111	348993	30	348992	30	NA	NA	NA	39	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	DNM2	chr19	10828728	365610	31	365609	31	NA	NA	NA	25	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	TMED1	chr19	10946416	483298	32	479623	32	NA	NA	NA	45	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	C19orf38	chr19	10959105	495987	34	495986	34	NA	NA	NA	20	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	CARM1	chr19	10982252	519134	36	519133	36	NA	NA	NA	21	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	YIPF2	chr19	11039343	576225	39	570324	39	NA	NA	NA	49	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	TIMM29	chr19	11039423	576305	40	576304	40	NA	NA	NA	44	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	SMARCA4	chr19	11094827	631709	42	631708	42	NA	NA	NA	42	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	LDLR	chr19	11200037	736919	45	736918	45	NA	NA	NA	34	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	SPC24	chr19	11266488	803370	47	793050	47	NA	NA	NA	43	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	KANK2	chr19	11306496	843378	49	811823	48	NA	NA	NA	31	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	ANGPTL8	chr19	11350294	887176	51	887175	52	NA	NA	NA	18	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	DOCK6	chr19	11373168	910050	52	846849	50	NA	NA	NA	26	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	TSPAN16	chr19	11406814	943696	54	943695	54	NA	NA	NA	47	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	RAB3D	chr19	11450344	987226	56	969602	55	NA	NA	NA	40	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	TMEM205	chr19	11456981	993863	57	990332	58	NA	NA	NA	46	FALSE	FALSE
IBD	Huang2017-r166-2	TRUE	FALSE	FALSE	NA	60	CCDC159	chr19	11457180	994062	58	994061	59	NA	NA	NA	22	FALSE	FALSE
IBD	Huang2017-r78-1	TRUE	FALSE	FALSE	NA	17	METTL24	chr6	110679475	1209065	17	1209065	17	NA	NA	NA	9	FALSE	FALSE
IBD	Huang2017-r78-1	TRUE	FALSE	FALSE	NA	17	DDO	chr6	110736753	1151787	16	1151787	16	NA	NA	NA	4	FALSE	FALSE
IBD	Huang2017-r78-1	TRUE	FALSE	FALSE	NA	17	SLC22A16	chr6	110797844	1090696	15	1090696	15	NA	NA	NA	15	FALSE	FALSE
IBD	Huang2017-r78-1	TRUE	FALSE	FALSE	NA	17	CDK19	chr6	111136519	752021	13	752021	13	NA	NA	NA	3	FALSE	FALSE
IBD	Huang2017-r78-1	TRUE	FALSE	FALSE	NA	17	AMD1	chr6	111195986	692554	12	671625	12	NA	NA	NA	2	FALSE	FALSE
IBD	Huang2017-r78-1	TRUE	FALSE	FALSE	NA	17	GTF3C6	chr6	111279762	608778	10	599449	11	NA	NA	NA	7	FALSE	FALSE
IBD	Huang2017-r78-1	TRUE	FALSE	FALSE	NA	17	RPF2	chr6	111303219	585321	9	539074	9	NA	NA	NA	13	FALSE	FALSE
IBD	Huang2017-r78-1	TRUE	FALSE	FALSE	NA	17	SLC16A10	chr6	111408780	479760	5	343934	5	NA	NA	NA	14	FALSE	FALSE
IBD	Huang2017-r78-1	TRUE	FALSE	FALSE	NA	17	MFSD4B	chr6	111580481	308059	4	298279	4	NA	NA	NA	10	FALSE	FALSE
IBD	Huang2017-r78-1	TRUE	FALSE	FALSE	NA	17	REV3L	chr6	111804918	83622	2	83622	2	NA	NA	NA	11	FALSE	FALSE
IBD	Huang2017-r78-1	TRUE	FALSE	FALSE	NA	17	TRAF3IP2	chr6	111927477	38937	1	0	1	0.018134	thymus_fetal-Roadmap	rs34659678	1	TRUE	TRUE
IBD	Huang2017-r78-1	TRUE	FALSE	FALSE	NA	17	FYN	chr6	112041265	152725	3	92993	3	NA	NA	NA	6	FALSE	FALSE
IBD	Huang2017-r78-1	TRUE	FALSE	FALSE	NA	17	WISP3	chr6	112375277	486737	6	486736	6	NA	NA	NA	17	FALSE	FALSE
IBD	Huang2017-r78-1	TRUE	FALSE	FALSE	NA	17	FAM229B	chr6	112408673	520133	7	520132	8	NA	NA	NA	5	FALSE	FALSE
IBD	Huang2017-r78-1	TRUE	FALSE	FALSE	NA	17	TUBE1	chr6	112408751	520211	8	503318	7	NA	NA	NA	16	FALSE	FALSE
IBD	Huang2017-r78-1	TRUE	FALSE	FALSE	NA	17	LAMA4	chr6	112575917	687377	11	540592	10	NA	NA	NA	8	FALSE	FALSE
IBD	Huang2017-r78-1	TRUE	FALSE	FALSE	NA	17	RFPL4B	chr6	112668531	779991	14	779990	14	NA	NA	NA	12	FALSE	FALSE
IBD	Huang2017-r110-1	TRUE	FALSE	FALSE	NA	6	PARD3	chr10	35104253	361932	4	361932	4	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r110-1	TRUE	FALSE	FALSE	NA	6	CUL2	chr10	35363258	102927	2	102927	2	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r110-1	TRUE	FALSE	FALSE	NA	6	CREM	chr10	35415768	50417	1	0	1	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r110-1	TRUE	FALSE	FALSE	NA	6	CCNY	chr10	35625801	159616	3	159615	3	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r110-1	TRUE	FALSE	FALSE	NA	6	GJD4	chr10	35894337	428152	5	428151	5	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r110-1	TRUE	FALSE	FALSE	NA	6	FZD8	chr10	35930362	464177	6	460990	6	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r62-1	FALSE	FALSE	TRUE	NA	12	MRPS27	chr5	71616084	923766	12	923766	12	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r62-1	FALSE	FALSE	TRUE	NA	12	PTCD2	chr5	71616193	923657	11	884670	11	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r62-1	FALSE	FALSE	TRUE	NA	12	ZNF366	chr5	71803249	736601	10	736601	10	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r62-1	FALSE	FALSE	TRUE	NA	12	TNPO1	chr5	72143929	395921	9	329635	8	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r62-1	FALSE	FALSE	TRUE	NA	12	FCHO2	chr5	72251807	288043	5	153501	3	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r62-1	FALSE	FALSE	TRUE	NA	12	TMEM171	chr5	72416387	123463	2	112206	2	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r62-1	FALSE	FALSE	TRUE	NA	12	TMEM174	chr5	72469022	70828	1	68880	1	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r62-1	FALSE	FALSE	TRUE	NA	12	FOXD1	chr5	72744352	204502	3	202233	4	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r62-1	FALSE	FALSE	TRUE	NA	12	BTF3	chr5	72794249	254399	4	254398	5	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r62-1	FALSE	FALSE	TRUE	NA	12	ANKRA2	chr5	72861511	321661	6	308173	6	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r62-1	FALSE	FALSE	TRUE	NA	12	UTP15	chr5	72861565	321715	7	321714	7	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r62-1	FALSE	FALSE	TRUE	NA	12	ARHGEF28	chr5	72921982	382132	8	382131	9	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r100-1	FALSE	FALSE	TRUE	NA	1	MYC	chr8	128748314	804538	1	799172	1	0.016233	CD3-positive_T_cell-Roadmap,CD4-positive_helper_T_cell-ENCODE,pancreas-Roadmap	rs34841270	1	TRUE	TRUE
IBD	Huang2017-r42-1	TRUE	FALSE	FALSE	NA	17	PID1	chr2	230136057	1024969	17	1024969	17	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r42-1	TRUE	FALSE	FALSE	NA	17	DNER	chr2	230579286	581740	10	581740	10	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r42-1	TRUE	FALSE	FALSE	NA	17	TRIP12	chr2	230786725	374301	7	374301	7	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r42-1	TRUE	FALSE	FALSE	NA	17	FBXO36	chr2	230787206	373820	6	283201	6	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r42-1	TRUE	FALSE	FALSE	NA	17	SLC16A14	chr2	230933715	227311	5	227311	5	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r42-1	TRUE	FALSE	FALSE	NA	17	SP110	chr2	231084827	76199	3	76199	3	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r42-1	TRUE	FALSE	FALSE	NA	17	SP140	chr2	231090444	70582	2	0	1	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r42-1	TRUE	FALSE	FALSE	NA	17	SP140L	chr2	231191894	30868	1	30867	2	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r42-1	TRUE	FALSE	FALSE	NA	17	SP100	chr2	231280870	119844	4	119843	4	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r42-1	TRUE	FALSE	FALSE	NA	17	CAB39	chr2	231578262	417236	8	417235	8	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r42-1	TRUE	FALSE	FALSE	NA	17	ITM2C	chr2	231729312	568286	9	568285	9	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r42-1	TRUE	FALSE	FALSE	NA	17	GPR55	chr2	231789941	628915	11	611015	11	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r42-1	TRUE	FALSE	FALSE	NA	17	SPATA3	chr2	231860838	699812	12	699811	12	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r42-1	TRUE	FALSE	FALSE	NA	17	C2orf72	chr2	231902280	741254	13	741253	13	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r42-1	TRUE	FALSE	FALSE	NA	17	PSMD1	chr2	231921577	760551	14	760550	14	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r42-1	TRUE	FALSE	FALSE	NA	17	HTR2B	chr2	231989824	828798	15	811922	15	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r42-1	TRUE	FALSE	FALSE	NA	17	ARMC9	chr2	232063259	902233	16	902232	16	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r36-1	TRUE	FALSE	FALSE	NA	9	PSMD14	chr2	162164785	959852	9	856409	9	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r36-1	TRUE	FALSE	FALSE	NA	9	TBR1	chr2	162272604	852033	8	842259	8	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r36-1	TRUE	FALSE	FALSE	NA	9	SLC4A10	chr2	162480844	643793	7	282851	7	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r36-1	TRUE	FALSE	FALSE	NA	9	DPP4	chr2	162931052	193585	5	193585	6	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r36-1	TRUE	FALSE	FALSE	NA	9	GCG	chr2	163008914	115723	4	115723	5	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r36-1	TRUE	FALSE	FALSE	NA	9	FAP	chr2	163100067	24570	1	24570	2	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r36-1	TRUE	FALSE	FALSE	NA	9	IFIH1	chr2	163175218	50581	2	0	1	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r36-1	TRUE	FALSE	FALSE	NA	9	GCA	chr2	163175272	50635	3	50634	3	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r36-1	TRUE	FALSE	FALSE	NA	9	KCNH7	chr2	163695257	570620	6	103278	4	NA	NA	NA	NA	FALSE	FALSE
IBD	Huang2017-r146-2	TRUE	FALSE	FALSE	NA	16	MEGF11	chr15	66546075	911623	16	911623	16	NA	NA	NA	9	FALSE	FALSE
IBD	Huang2017-r146-2	TRUE	FALSE	FALSE	NA	16	DIS3L	chr15	66586157	871541	14	831462	14	NA	NA	NA	5	FALSE	FALSE
IBD	Huang2017-r146-2	TRUE	FALSE	FALSE	NA	16	TIPIN	chr15	66649054	808644	13	808644	13	NA	NA	NA	15	FALSE	FALSE
IBD	Huang2017-r146-2	TRUE	FALSE	FALSE	NA	16	MAP2K1	chr15	66679210	778488	12	673816	12	NA	NA	NA	7	FALSE	FALSE
IBD	Huang2017-r146-2	TRUE	FALSE	FALSE	NA	16	SNAPC5	chr15	66790153	667545	11	667545	11	NA	NA	NA	14	FALSE	FALSE
IBD	Huang2017-r146-2	TRUE	FALSE	FALSE	NA	16	RPL4	chr15	66797193	660505	10	660505	10	NA	NA	NA	11	FALSE	FALSE
IBD	Huang2017-r146-2	TRUE	FALSE	FALSE	NA	16	ZWILCH	chr15	66797420	660278	9	615876	8	NA	NA	NA	16	FALSE	FALSE
